72	,	994996	159173	109113	134142	215233	295299	130132	174186									
73	,	994996	171173	121141	142154	235239	285297	130132	184196									
74	,	992996	161161	115119	144148	215215	297299	130132	196204									
75	,	992996	159175	119123	140144	229241	287299	130132	186190									
76	,	996996	161171	113121	128146	233243	297301	130132	188206									
77	,	992996	163169	113123	140144	237243	297301	132134	188202									
78	,	992996	173179	101121	140146	227233	285299	132132	190210									
79	,	992992	165179	117119	134148	233239	285297	130132	190196									
80	,	996998	159167	109113	134148	215219	285297	124134	178196									
81	,	992998	171173	121145	128128	233241	297299	132136	188204									
82	,	992992	171177	111119	146146	211239	285297	130136	190204									
83	,	992994	157163	121139	138144	215239	297297	130132	190200									
84	,	994996	171173	107117	140150	239245	000000	132136	190204									
85	,	992996	167171	107115	128138	241243	299299	130136	184206									
86	,	102992	159169	107121	142146	219239	297299	132132	178198									
87	,	992998	169177	105119	136142	219231	299301	132134	182216									
88	,	100126	173175	115117	128142	229241	285297	134134	190190									
89	,	996996	165179	107141	136144	245247	301301	130134	182188									
90	,	992992	163179	115119	144146	237251	299301	132132	182194									
91	,	992994	175177	103111	148148	215215	287301	132132	182192									
92	,	992998	171175	103119	134148	233243	287297	130132	190200									
93	,	992992	165165	107113	136144	229241	285295	130136	192194									
94	,	992996	165169	119119	140140	241243	285295	130132	188194									
95	,	992996	163173	115121	142144	215233	297297	130132	190206									
96	,	992996	177179	109119	140148	239241	297301	130132	188202									
97	,	992996	155167	113145	130142	211219	283285	128132	196200									
98	,	996996	171175	103119	128146	227243	297301	132134	188196									
99	,	996996	163173	117121	128142	243243	285299	130132	190192									
100	,	996998	165165	115119	140144	217241	285299	130132	188200									
101	,	996996	165177	113117	140144	215241	297305	130132	190206									
102	,	992998	161173	119121	134146	215227	285297	130132	192198									
103	,	992992	157165	115117	128142	211215	301303	132136	184208									
104	,	994996	173175	105115	142146	211245	297299	132134	186196									
105	,	992996	169173	101123	134138	211241	287297	128134	190202									
106	,	998998	169175	111119	146154	211211	285297	132136	176194									
107	,	992992	163173	131117	130142	235241	285299	130130	182190									
108	,	992994	161163	117123	128138	219245	299305	130130	188206									
109	,	992992	155175	117119	144150	211215	297299	130132	190194									
110	,	994994	175177	115133	128128	217241	297297	134134	178182									
111	,	992994	171177	113119	140144	215237	299301	132134	194198									
112	,	992994	173175	117121	142152	239239	285285	132132	176188									
113	,	992996	165175	113123	130148	227239	297299	130130	194208									
114	,	992996	165173	113115	144144	215237	297297	132132	186206									
115	,	996996	159171	105121	146148	239239	297299	130132	190190									
116	,	996996	163169	111123	128146	227239	285287	136138	188192									
117	,	992992	163165	121125	134142	211241	297299	130132	184196									
118	,	992992	147169	117123	000000	215215	285301	132132	000000									
119	,	992996	177179	109121	140146	215229	295301	130132	190196									
120	,	992994	161171	113141	144144	219243	285299	132134	190194									
121	,	110992	171173	101117	144148	215247	285299	134136	190198									
122	,	992992	169171	105119	146156	211215	287301	130130	194196									
123	,	992996	157159	105115	142146	215235	297301	130132	192202									
124	,	994996	169175	113141	144144	211233	295297	120130	186196									
125	,	992994	169171	107121	144146	221233	295297	132134	196204									
126	,	992996	157173	109115	134146	215233	287297	130136	194196									
127	,	992996	177181	103119	146150	215243	287297	136138	200204									
128	,	994994	167183	109111	142146	215233	295297	132132	178186									
129	,	994996	147167	115117	130146	223223	285297	132132	180190									
130	,	996996	161171	115115	140146	211241	285297	132132	182194									
131	,	992992	151157	109119	144146	237245	295297	132132	182190									
132	,	992994	157177	111121	144148	215241	295297	132134	198198									
133	,	992994	165173	115141	128144	233233	297301	132132	196204									
134	,	114994	169179	115127	128146	215239	297303	132132	184194									
135	,	992996	159165	113117	128140	211241	295299	130130	198200									
136	,	996998	161169	113141	128154	215241	287305	130132	184190									
137	,	992996	167173	117123	142144	233241	287297	130130	188204									
138	,	992996	165169	113117	128138	215247	297297	130134	196202									
139	,	992996	161169	107123	134146	239243	297297	130132	190200									
140	,	992996	161171	119127	144152	219241	295299	130130	184206									
141	,	992992	171173	113119	144146	215227	295303	130132	188202									
142	,	992994	169169	119121	138144	217239	291297	132134	202204									
143	,	996996	157165	101107	138146	243243	297299	130132	178196									
144	,	994996	169177	115119	148148	215241	297301	132132	192196									
145	,	992996	165171	107127	138144	215245	295301	130140	188188									
146	,	100992	157159	113119	138154	211243	285285	130132	202202									
147	,	992994	173173	115117	144146	215243	285299	130136	192210									
148	,	992996	163163	105123	140144	221247	285287	134136	190206									
149	,	100998	169175	115119	128134	215233	297303	130132	182196									
150	,	992996	157175	111121	148150	215247	297299	130130	188202									
151	,	992992	171171	115125	138148	215241	297299	130132	188198									
152	,	992994	173173	103117	144144	211239	297297	132132	188188									
153	,	992996	165171	117123	128144	239243	285297	130134	188206									
154	,	992996	171177	117121	144144	239243	297297	130132	190192									
155	,	992994	163169	107113	134138	239241	295301	130132	186198									
156	,	994994	159173	105117	140146	215233	285297	130132	178186									
157	,	994994	167171	109135	146146	215239	297297	132136	186196									
158	,	992992	167173	115121	128150	225241	287297	130136	192198									
159	,	992998	159163	103115	138146	215241	299301	132132	190204									
160	,	994994	159169	111119	130138	215215	287299	132132	188204									
161	,	994996	165173	117147	142150	215215	285301	132134	188204									
162	,	994996	175179	103113	138144	227241	295297	130130	196206									
163	,	992992	163167	117117	130138	241241	285287	130132	190204									
164	,	100996	163181	117119	128148	211243	289301	130132	186198									
165	,	992992	171171	115119	128150	215227	297301	132132	194198									
166	,	992994	163165	103121	144146	215237	297297	130132	204204									
167	,	992996	159167	113121	128144	233239	287287	132134	184192									
168	,	996996	167167	119141	146150	215241	285297	128130	186198									
169	,	992996	163165	117117	134150	237241	295297	128132	184204									
170	,	996998	171173	107141	128148	219237	285299	130134	190204									
171	,	994994	000000	111113	138146	215223	297301	132132	186204									
172	,	992996	171181	121121	130134	215235	297297	130134	190194									
173	,	992992	167171	101119	146146	227227	285301	134134	190194									
174	,	992996	175177	103123	144144	211211	297301	132134	186206									
175	,	994994	163175	113129	142144	227245	299303	132132	194196									
176	,	992996	167169	109117	128138	239239	285297	130130	188192									
177	,	992996	171173	101107	140144	215229	295299	130132	206212									
178	,	992994	161169	113119	138150	243245	297299	128132	178188									
179	,	992992	155171	121125	142146	237245	297299	130132	186198									
180	,	992996	169173	105121	142144	221247	285285	128132	188188									
181	,	100996	159169	115121	142152	243243	285285	132136	192196									
182	,	992994	161175	101105	138148	235235	295299	130132	192192									
183	,	992996	167175	113113	138148	223237	297297	130132	192192									
184	,	992992	175179	117139	134140	225233	287299	130130	194202									
185	,	992992	171177	111119	128140	211215	297299	130130	190190									
186	,	992996	159163	101111	000000	215229	297301	132132	188192									
187	,	996998	153171	113115	136140	219227	297297	132132	184202									
188	,	994996	175177	115117	128154	215243	295297	128132	188190									
189	,	992992	165173	113115	146148	215241	285297	132134	184202									
190	,	992994	161167	117119	134148	211243	287301	130132	192196									
191	,	992996	165171	109121	138152	215243	297301	132134	192198									
192	,	992992	159169	109145	128148	233245	297297	130132	188188									
193	,	992996	155179	109117	136150	211239	297299	130132	192194									
194	,	992996	163165	115127	144146	215215	297301	132132	196204									
195	,	996998	165165	107115	130146	239239	285299	130132	194204									
196	,	992996	161171	119127	138154	227241	297299	130130	190196									
197	,	992992	161161	119121	128128	221243	285285	130132	186192									
198	,	994994	171175	111113	134148	215219	299301	130134	000000									
199	,	992996	159169	111119	144148	219239	287297	132132	190198									
200	,	992992	167171	115117	132144	211215	297305	140140	184184									
201	,	992996	161175	113145	140146	215227	285297	132132	190192									
202	,	992992	171175	109119	134138	229243	295301	130130	184196									
203	,	994994	000000	101101	144152	215233	295299	132134	206208									
204	,	996996	163167	000000	144152	229243	295301	130132	186192									
205	,	992996	169171	113137	144152	239241	297303	134134	192200									
206	,	996998	147171	111117	144148	241243	285299	130130	192204									
207	,	992992	177177	101125	132146	215235	295295	132132	180190									
208	,	992994	175181	117139	140148	215215	285295	132136	188202									
209	,	996996	157167	101107	144146	237241	285297	130132	190194									
210	,	992992	169171	119121	128152	215237	285285	130132	192202									
211	,	992994	163177	101115	144148	215243	297297	130132	188194									
212	,	992996	163171	113123	128144	239241	299301	130132	196200									
213	,	992996	163171	107119	128152	233237	297301	130130	188204									
214	,	994994	173177	113119	144146	211245	297301	130132	192198									
215	,	992996	171175	107123	146148	241241	285297	130132	186196									
216	,	994994	169173	119119	134146	237239	297299	130132	184196									
217	,	992994	165169	121137	142144	215215	295297	130130	186188									
218	,	992992	163163	117117	132136	227243	000000	132134	188190									
219	,	994994	161165	115117	128150	229241	297301	130134	192196									
220	,	996996	167169	107125	138144	239241	285297	128132	188204									
221	,	992996	165171	123145	128144	215243	285297	130132	190196									
222	,	992996	169175	111121	128142	215227	297303	132132	192208									
223	,	992996	167171	115117	140142	223241	297305	130130	184192									
224	,	996996	169177	115115	142146	243245	297299	132134	186208									
225	,	996996	167173	111115	144144	225227	285287	130132	192196									
226	,	000000	171173	113123	140148	215215	000000	000000	190200									
227	,	992996	163173	107145	134134	215241	297297	130130	196208									
228	,	994998	163171	123127	128140	243243	297301	130132	194206									
229	,	992998	157169	107145	144148	223243	297303	128130	178208									
230	,	992994	167173	105119	146148	215223	299301	130134	202204									
231	,	994994	163173	111117	128130	241243	295297	130134	186198									
232	,	992992	167177	117119	138144	215241	285297	130132	190204									
233	,	992994	163171	113117	132146	215241	297297	130130	192194									
234	,	994996	165175	101139	144154	215233	297301	132132	194198									
235	,	994996	165173	113115	142150	227245	285285	132136	178202									
236	,	992998	169171	113121	128148	233241	283287	132134	188190									
237	,	992996	155173	121141	144146	227241	285285	130132	188190									
238	,	996996	165171	103109	138144	211237	297297	132132	186202									
239	,	992992	167169	117119	128144	219243	285297	132132	192206									
240	,	102996	163171	115117	138142	235243	285299	130130	188204									
241	,	994996	169173	119121	144148	215237	285301	126134	202208									
242	,	996996	171173	103113	146154	243247	299299	132132	190198									
243	,	992992	159171	115119	128128	233237	285297	130130	204204									
244	,	992994	159165	113119	128138	215241	299299	130136	188194									
245	,	992994	167175	113115	132140	215243	285297	130132	182198									
246	,	996996	163169	107117	144148	215239	295297	132136	194208									
247	,	992996	161163	105123	142154	215243	285299	130132	198204									
248	,	992992	159175	107121	130134	215245	287297	132132	184192									
249	,	122992	165165	117119	142144	215239	295297	132134	182192									
250	,	992994	171173	101121	142144	233251	297303	132134	194196									
251	,	994994	175177	105121	144148	215243	287295	132132	186188									
252	,	992994	159161	103113	142150	239241	287297	130132	182186									
253	,	992992	153175	111121	148152	239241	297297	130132	198204									
254	,	992998	163165	119141	140150	241243	297301	132134	198198									
255	,	100992	167167	117121	130144	241245	285297	132132	188194									
256	,	992996	161171	107111	144144	237239	285295	130136	192192									
257	,	992996	167167	109113	128150	235239	299299	134136	186204									
258	,	100996	169169	109119	134148	241247	297297	128134	182204									
259	,	992998	165173	117117	130136	225247	295297	130132	188202									
260	,	996996	171177	121121	128144	223237	285299	130130	178212									
261	,	992992	163167	115123	142142	227231	295297	130132	184204									
262	,	994996	163163	117119	144146	243243	297297	130130	186198									
263	,	996996	159165	111117	134146	215243	299307	130134	190198									
264	,	992996	169171	113115	130144	239243	285301	132134	186188									
265	,	996998	157173	113115	128148	237239	285295	130132	182194									
266	,	992996	153169	111115	128152	211243	297301	130132	188198									
267	,	100996	169175	123141	128146	223233	285285	130132	178188									
268	,	992992	165175	109145	140146	219231	285301	130130	186198									
269	,	992992	177185	119119	142144	219247	285285	128130	190198									
270	,	996996	161173	117119	132142	243245	295297	130130	188196									
271	,	992992	155159	117125	130136	215215	297299	128136	188194									
272	,	992996	167175	113117	146148	215233	297299	130132	198200									
273	,	992996	171173	113113	142150	223235	297297	130132	188190									
274	,	992992	173175	101115	136148	221243	295297	130130	190190									
275	,	992996	161167	115119	146148	219241	285299	130130	178194									
276	,	992994	147155	109115	140146	215233	303303	132132	186200									
277	,	992996	175175	107121	128128	211225	285285	130134	194206									
278	,	992994	167169	121123	140146	211233	299299	130130	184210									
279	,	992996	161177	115123	144150	219219	285301	136140	188190									
280	,	994994	163167	117145	138148	215239	299301	130132	178188									
281	,	994996	155183	115121	146146	237245	285301	132134	190190									
282	,	992996	165171	117145	142146	237243	299299	132132	194206									
283	,	994996	163171	113115	128144	241241	299299	130134	188192									
284	,	992994	161167	107121	128148	233233	295299	130130	188190									
285	,	100992	165167	113117	146154	215225	285305	132134	184186									
286	,	992992	165171	113119	146146	233243	297305	130132	184202									
287	,	992996	159171	103117	138144	215243	285299	132134	188216									
288	,	996996	173177	111115	140146	219241	295297	130130	182192									
289	,	996996	171175	115117	142148	239239	295299	132132	190192									
290	,	992992	167167	115117	144148	215241	285301	132136	186188									
291	,	994996	163167	109117	144146	215235	299299	132132	178194									
292	,	996998	147175	105115	142144	227243	285287	132132	200204									
293	,	994996	171175	121121	128136	227239	287297	130132	184192									
294	,	992992	171175	109143	128144	215233	299303	132138	192204									
295	,	996996	167167	111113	144148	241245	287287	134138	176200									
296	,	992994	165173	115115	142146	241243	285301	130132	184202									
297	,	996998	155157	117141	144148	215243	297299	132136	186208									
298	,	992992	177177	121123	132144	239241	285301	130132	200202									
299	,	992996	167171	115117	140144	215219	299299	130132	182198									
300	,	992992	171177	109121	128136	237241	297299	132132	204210									
301	,	994996	000000	115145	134146	233245	299299	132134	202210									
302	,	992992	167171	103107	128138	215241	297299	130130	194194									
303	,	994996	000000	117119	144148	227239	297299	128132	186204
