135	,	1327	6975	4353	3543	5056	4060	6071	2527	4949	5256					
136	,	2767	3971	4157	4143	5660	4454	5966	3335	4951	5670					
137	,	1313	2779	4749	3139	4850	5469	5660	2735	5151	6070					
138	,	1329	6567	4147	3947	5456	5060	7272	3739	5169	5256					
139	,	2331	6567	4143	3139	4854	4454	5257	3739	4949	5656					
140	,	1324	6363	4355	3945	5058	4454	6475	3537	4553	5666					
141	,	1325	4359	4143	3343	5454	4656	6470	2335	3949	6066					
142	,	1313	6371	4951	4343	5660	6067	5466	2327	4549	5670					
143	,	1733	5363	4159	4351	4856	4648	7172	3537	4949	5260					
144	,	2525	6569	4149	3141	5050	5662	6073	2731	5155	5470					
145	,	2125	4757	4551	3143	5656	4050	5659	2729	3953	5460					
146	,	1731	5769	4553	4143	5056	6267	5970	2323	4973	5454					
147	,	2327	5775	4750	3543	5656	4044	5473	2531	4949	5662					
148	,	2367	2773	4141	5151	5256	4060	5456	2735	4949	5669					
149	,	6769	5163	5055	3743	5454	5658	5868	2325	4951	5656					
150	,	1725	5977	4751	4755	4848	4648	5872	2533	5151	5663					
151	,	1321	2767	4149	3143	5053	5054	5672	2929	4545	6868					
152	,	2327	6973	5051	4143	4848	4473	5678	2729	4545	6668					
153	,	2729	2743	5560	3951	4848	4040	5972	2325	4955	5460					
154	,	1767	4367	4751	4953	5658	4666	7273	2131	4547	5254					
155	,	1319	2757	4145	3741	5456	4458	7172	2331	4951	5456					
156	,	1319	4553	4751	4343	4848	4055	5264	2737	4949	5456					
157	,	6769	6167	4149	4343	4848	4652	6472	2727	4349	5871					
158	,	2525	3975	4353	3535	5460	5066	6273	3335	4953	5866					
159	,	1331	3371	4359	3141	3950	4459	6262	2339	4959	5256					
160	,	2567	2763	4451	3553	5458	4646	7486	3535	4549	6975					
161	,	1329	6575	4351	1737	4854	5060	5870	2135	4949	5474					
162	,	1317	6971	4551	1743	4856	4056	5860	2129	4951	5478					
163	,	2729	6971	3949	1741	4848	4659	7076	2539	4953	5458					
164	,	3133	6369	5355	3739	5858	4448	6473	2327	4953	5266					
165	,	2969	6767	4143	4351	5656	5056	5686	2731	4151	5366					
166	,	1323	7175	4159	4145	5050	4875	6272	2335	5153	5656					
167	,	2525	7575	4147	3741	5054	4660	5470	3337	5153	5465					
168	,	1167	7171	4153	3335	4856	5460	6472	2529	4951	5256					
169	,	1331	2777	3951	3939	5056	4658	7072	2937	4951	5258					
170	,	3167	5373	3941	1743	5656	3854	7071	2525	3949	5671					
171	,	2867	6775	4753	4347	5462	5860	6464	2527	4953	4254					
172	,	1719	5361	4555	3141	5460	4462	6279	2739	4951	6266					
173	,	1313	6171	4951	3539	5456	3454	6270	2537	4953	5459					
174	,	1367	5361	4343	3943	5556	4656	7172	1525	5151	5459					
175	,	2127	3975	4949	3943	5658	4446	6270	2325	4349	5860					
176	,	1317	2741	5561	3949	4854	4659	5678	2525	4955	6070					
177	,	2567	4575	4355	4343	4854	4456	5662	2937	4949	5656					
178	,	1327	7377	5555	3543	5658	5464	5864	2337	3949	5471					
179	,	1767	4777	4759	3947	4856	4667	5966	2123	5151	5254					
180	,	2567	4367	3753	3153	5658	5054	6280	2333	4749	5256					
181	,	1317	5173	4155	4343	4848	4450	6270	2727	4951	5658					
182	,	1367	6575	4551	1743	4848	4040	7079	2125	4951	6071					
183	,	2129	5367	4557	4143	3656	4054	5466	3337	4951	5658					
184	,	1325	6779	4343	3741	5356	4042	5871	2533	4951	5458					
185	,	2533	5759	4345	3153	4856	5865	5962	3341	4965	5666					
186	,	1329	6971	4153	3143	5256	4052	5272	2333	4951	5456					
187	,	2729	6777	5355	3147	4858	4448	5678	2733	4051	5658					
188	,	1323	4569	4751	4147	5454	4648	5671	2535	5151	5983					
189	,	1323	5359	3751	4143	5456	4444	5671	3341	4957	5658
