91	,	4850	3747	6274	7072	0000	3333	3335	5858	5460	5668	6268	5858	3244									
92	,	4848	3535	6874	7076	3448	3337	3333	5868	5660	5670	6870	5858	3248									
93	,	4850	3547	6876	7664	3446	3541	3539	5858	6268	5658	6268	5858	3248									
94	,	5460	3535	6876	6872	3246	3337	3339	5860	5462	5656	6868	5858	3644									
95	,	4848	3535	6880	8486	3234	2133	3335	5658	5460	5656	6868	5858	4244									
96	,	4648	3535	6674	6478	3250	2133	3133	6262	5064	5656	6870	5858	3232									
97	,	4850	3551	6674	7074	4450	3335	3333	6070	5054	6068	7262	5858	4448									
98	,	4858	3535	6668	8464	4848	3543	3535	5868	5656	5656	6668	5858	2248									
99	,	5058	3535	7876	7486	3248	3537	3335	4866	5660	5656	6262	5860	3236									
100	,	4860	3547	6870	8472	4448	3335	3337	6066	5656	5668	6262	5858	3246									
101	,	4864	3535	6870	8688	5052	3337	3135	5456	5454	5660	6868	5860	3248									
102	,	5062	3535	6676	7084	3442	3137	3535	5862	5254	5656	6262	5858	3444									
103	,	4860	3561	7084	7084	3444	3333	3135	6262	5668	5656	7260	5860	3436									
104	,	4858	3545	7078	7088	3244	3539	3535	5860	5660	5860	6868	5860	3232									
105	,	4850	3547	6870	6888	4446	3535	3335	6262	5660	5656	6266	5858	3232									
106	,	4858	3535	6268	7086	3648	3337	3541	5456	5460	5656	6868	5858	4450									
107	,	5658	3535	6878	7076	3256	4343	2935	6060	5456	5672	6868	5860	3232									
108	,	4850	3547	7880	7064	4850	3941	3135	6262	5256	6068	6268	5860	3444
