74	,	3131	6573	2636	7375	2834	5759	8484	3636	1313	4749	2729	2630		
75	,	5252	6365	2632	7678	2634	6565	8282	3446	1317	4349	2727	3036		
76	,	2933	6365	2626	7075	3030	6567	7084	3636	1315	4547	2727	3038		
103	,	2533	6569	2638	7581	2426	6167	7474	3436	1111	4345	2727	3036		
104	,	2733	6969	2640	7881	2428	5757	6686	2834	1313	4749	3535	3636		
105	,	2525	6365	2830	7274	2830	5367	8484	2834	1111	5151	2727	3036		
106	,	3337	6567	2634	7174	2428	5565	6684	3436	1113	4551	2735	3040		
107	,	3235	6573	2834	7779	2430	5357	8084	3442	1337	4951	2727	3036		
108	,	3233	6365	3438	7377	2828	6161	8486	3434	1313	4141	2729	2636		
109	,	3335	6365	3438	7375	2836	5367	6680	2834	1115	4143	2727	3032		
110	,	3139	6365	3232	7587	2428	5363	7496	3434	1537	4749	2735	3030		
111	,	3333	6567	2638	7780	2428	6569	7486	3434	1313	2951	2727	3636		
112	,	3337	6365	3838	7381	2428	6363	8084	3442	1313	4747	2727	3238		
113	,	3352	6365	2438	7175	2830	5165	8084	3434	1137	3945	2727	3236		
114	,	2937	6565	2648	7381	2430	5171	8086	3436	1113	4551	2735	3638		
115	,	3335	5965	2628	7377	2838	5961	7484	3436	1315	4343	2727	3238		
116	,	3333	6571	3446	7677	3640	5557	7884	3434	1137	4749	2727	3436		
117	,	3739	6771	2838	7379	2428	5353	8486	3436	1113	4549	2735	2630		
118	,	3234	6569	2638	6977	2430	5989	7880	3436	1317	4345	3535	3036		
119	,	2741	5965	3232	7175	3030	5357	6684	3436	1313	4545	2727	3636		
120	,	2731	5965	3842	7579	2428	6767	7486	3434	1313	4547	2727	3636		
121	,	3339	6565	3038	7577	3030	5963	8084	3436	1313	4345	2735	2634		
122	,	2933	5965	3236	7179	2834	5355	7686	3434	1313	5155	2727	3034		
123	,	2735	6565	2836	7173	2828	6365	8284	3434	1113	4545	3535	3642		
124	,	2733	6565	3030	7677	3030	5365	8484	3436	1315	3947	2727	2830		
125	,	2735	6565	3234	8181	2428	6367	7588	3436	1113	4347	2727	3032		
126	,	3337	5965	3032	7377	2828	5367	8080	3436	1313	4347	2727	3436		
127	,	2737	6565	3848	7577	2834	5359	8086	3434	1313	4953	2729	3036		
128	,	2739	6363	3036	7979	2836	6565	8084	3434	1111	4355	2727	3036		
129	,	3233	5965	2430	6977	2830	6363	8086	3434	1337	3943	2727	3240		
130	,	3350	6365	3038	7177	2628	6163	8282	3434	1313	4549	2727	3050		
131	,	2731	6567	2840	7375	2430	5965	8084	3436	1113	4143	2727	3636		
132	,	2527	6569	3838	7475	2828	6365	7684	3034	1313	3559	2727	3640		
133	,	3139	6971	2634	7476	2630	6565	8484	3636	1111	4145	2727	2636		
134	,	2533	6565	3032	6775	3234	6363	7882	3436	1333	3945	2727	3436		
135	,	2737	6571	2426	7375	3438	5163	6670	3436	1313	4147	2735	3636		
136	,	3337	6571	2830	7778	2424	5565	6674	3636	1313	4345	2729	2636		
137	,	3135	6565	2634	7577	2426	5363	7684	3436	1315	3951	2735	3236		
138	,	2727	6365	3636	7180	2642	5555	8084	3434	1113	4143	2727	3640		
139	,	3539	6565	3638	7375	2636	6163	6680	3436	1113	4547	2727	3048		
140	,	2737	6565	2836	7375	2424	6367	7480	3436	1315	4547	2727	2630		
141	,	2548	6565	2638	7575	2430	6369	8486	3436	1113	4351	2727	3040		
142	,	3339	5959	2438	7577	2424	6767	8286	3434	1113	4355	2727	3030		
143	,	2933	6565	3032	6976	2428	5367	8088	3436	1111	4545	2727	3036		
144	,	2532	5959	3438	7375	2836	6367	7686	3642	1315	3943	2727	3638		
145	,	3333	5965	2426	6977	2428	5163	8484	3636	1313	4143	2729	3036		
146	,	3339	6365	2628	7178	2828	5363	8084	3436	1313	4549	2735	3032		
147	,	3333	6365	2628	6973	2830	6167	7884	3434	1111	4547	2729	3638		
148	,	3133	6371	3236	6775	2828	5359	6684	3034	1313	3951	2727	3236		
149	,	3233	6567	2632	7173	2834	5361	7680	3436	1313	4347	2935	2636		
150	,	3133	6565	3442	7381	2626	6365	7884	2836	1313	4547	2727	3638		
151	,	2733	6571	3038	7575	3032	6365	7678	3434	1113	4343	2727	3644		
152	,	2933	6365	2626	7177	2830	6363	7680	2836	1313	4353	2735	3036		
153	,	3333	5965	2634	6975	2428	6369	7878	3636	1313	4547	2727	3248		
154	,	3348	6365	3034	7786	2834	5361	7482	2834	1117	4349	2729	3236		
155	,	3333	6571	3436	7682	2830	5153	7488	3042	1313	4351	3535	3638		
156	,	2948	6365	3036	6976	2836	5367	8080	3436	1111	4345	2727	3036		
157	,	3337	5963	2632	6977	2434	6363	6684	3436	1115	3745	2727	3236		
158	,	3943	5965	2636	7375	2430	5969	7480	3436	1113	3945	2727	3236		
159	,	3339	6565	2844	7477	2834	5765	7478	3436	1117	4547	2735	3642		
160	,	2533	5965	2626	6977	3438	5363	6684	3434	1313	4747	2727	3036		
161	,	3337	6565	2830	7073	2830	6163	8284	3434	1315	4343	2727	3236		
162	,	2737	6565	2636	7575	2828	6767	7478	3436	1337	4351	2727	3038		
163	,	2533	5965	3434	7778	2428	5963	8484	3434	1313	4751	2727	3038		
164	,	2737	5965	2628	7577	2428	5369	7686	3434	1113	4145	2727	3036		
165	,	3352	5965	2426	7577	2836	5757	7882	2834	1113	4153	2735	3838		
166	,	3333	6565	3042	7780	2430	6565	6684	3436	1113	4549	2729	3636		
167	,	2533	6565	3636	6975	2630	6167	8484	3436	1113	4349	2935	3236		
168	,	3337	5971	2630	7577	2830	5567	8084	3438	1115	2929	2727	3636		
169	,	3133	5971	2840	8183	2436	5765	6686	3636	1115	4755	2735	3842		
170	,	2727	6571	2432	7777	2828	5367	8484	3436	1315	4347	2727	3642		
171	,	2525	6365	2636	6977	2828	5163	8484	3436	1315	4141	2727	3636		
172	,	2933	5965	2640	6975	2828	6363	7484	2834	1111	4749	2727	3236		
173	,	2748	5963	2836	7173	2434	5367	8486	3438	1113	4755	2727	3030		
174	,	2733	6571	2636	7173	2424	5757	7478	3636	1115	4143	2735	3036		
175	,	2535	6363	2840	7777	2830	5153	8084	3636	1115	4149	2735	3038		
176	,	2933	6365	3640	7377	2428	5961	6684	3434	1313	4349	2727	3636		
177	,	2733	5971	3638	7581	2430	6369	8284	3436	1313	4549	2727	3030		
178	,	3337	5965	3236	7373	2430	6189	7482	2836	1115	2943	2737	2630		
179	,	3348	6565	2840	7777	2828	5163	8484	3436	1313	4547	2727	3036		
180	,	2535	5965	3438	7577	3038	6767	8086	3638	1315	4149	2735	3036		
181	,	3748	5971	2430	7379	2838	6163	7484	3434	1113	4547	2727	3036		
182	,	3333	6567	2438	7577	2428	5161	8484	3434	1313	4549	2727	3636		
183	,	2929	6363	2438	6771	2834	6167	7284	3436	1313	4347	2727	3236		
184	,	3333	6365	3436	7783	2434	6367	8486	3438	1313	4747	2735	3636		
185	,	2548	5963	2828	7577	2828	5165	7888	3438	1113	4349	2727	3036		
186	,	2727	5967	3434	6975	2428	6163	8484	3436	1337	4547	2735	3440		
187	,	2731	6365	2438	7577	2428	5153	8484	2838	1313	4155	2727	2630		
188	,	3137	6363	2638	7577	2828	5161	7878	3434	1113	3955	2729	2636		
189	,	2733	5965	2832	7777	2430	6165	7078	2836	1315	4749	2727	3032		
190	,	3333	6369	2838	7175	2430	5359	7084	3636	1315	4553	2727	3642		
191	,	3348	6371	2634	6973	3034	5959	8484	3434	1515	4343	2727	3442		
192	,	3333	6571	3434	7577	2828	5363	7486	3436	1111	4753	2731	3038		
193	,	2733	6365	3032	7577	2830	5163	8288	3438	1115	4545	2727	3238		
194	,	3352	6365	3238	7575	2838	5963	7884	3436	1113	4347	2727	3030		
195	,	3348	5965	3438	7173	2830	5367	8284	3436	1113	4147	2735	3438		
196	,	2748	5963	3636	5777	2830	6365	8484	3434	1313	4547	2727	3236		
197	,	3133	5963	2838	7477	2428	5163	8084	3636	1313	3947	2727	3034		
198	,	3537	5959	3036	7377	2628	5763	8484	3438	1313	3945	2727	3846		
199	,	2733	5959	4042	7177	3038	6163	7884	3434	1113	4345	2729	3636		
200	,	3737	6367	3636	7375	3030	5365	6684	3436	1113	4347	2729	3650		
201	,	3333	6565	2638	7375	2828	5363	8484	3436	1315	4147	2727	3636		
202	,	3337	5965	2842	7173	3036	6365	8484	3434	1113	4347	2727	3262		
203	,	3539	6367	2436	6977	2424	5575	7678	3434	1313	4547	2727	3636		
204	,	2729	6565	2632	7575	2836	6565	6682	3034	1313	4349	2735	3038		
205	,	2729	6571	3638	7377	2828	5367	8082	2842	1113	4343	2727	3646		
206	,	3335	5965	3036	7576	2628	5363	7678	3636	1539	4747	2729	3436		
207	,	3535	5965	3438	7575	2430	6367	8080	3434	1313	4551	2727	2630		
208	,	3135	6567	3436	7476	2428	5165	7880	3434	1111	3739	2727	3636		
209	,	3335	5965	2228	7181	2632	6769	7882	3436	1317	4349	2729	3638		
210	,	2727	5965	2238	7577	3040	5567	6684	3436	1113	4147	2727	3640		
211	,	3535	6565	3442	7576	2630	5161	7884	3434	1337	3951	2727	3438		
212	,	2737	6365	3038	7375	2834	5167	8486	2834	1315	4749	2727	3236		
213	,	3535	6365	3636	7177	3034	5369	8288	3642	1313	4547	2727	3838		
214	,	3335	6565	2632	7373	2428	6365	8484	2836	1313	4349	2727	2640		
215	,	2735	5959	3036	7577	2628	5561	7484	3442	1115	5151	2727	3636		
216	,	2733	6565	2636	7681	2426	5769	8082	3436	1115	3945	2727	3236		
217	,	3337	5959	2630	7575	2430	5153	7884	3434	1313	4149	2735	3030		
218	,	3150	6565	3436	7175	2430	5363	8484	3636	1113	4345	2727	3636		
219	,	2733	5971	3236	7577	2830	6775	6684	3436	1337	4547	2727	3038		
220	,	2733	6565	2442	7576	2830	5363	6678	3242	1313	4555	2727	3034		
221	,	2537	6571	2838	7577	2628	5163	6680	3434	1115	4143	2735	2636		
222	,	3333	6565	2634	7375	2430	5363	8484	3436	1313	4345	2735	3038		
223	,	3333	6565	3636	6975	2828	6389	7484	3434	1113	4553	2727	3236		
224	,	2533	6365	2832	7177	2428	5367	8284	3436	1537	4343	2727	3234		
225	,	3133	6371	2626	7377	2430	5353	7482	3434	1113	4747	2727	3636		
226	,	2933	6363	3436	7175	2428	5567	7884	2834	1313	4751	2727	3642		
227	,	2752	6565	2832	7579	3636	5167	7886	3434	1337	4347	2727	3036		
228	,	3537	6365	3238	7373	2430	5363	7480	3434	1113	4549	2727	3034		
229	,	2552	6571	3236	7172	3034	5555	8284	3434	1315	4747	2727	3034		
230	,	3133	6565	3240	7575	2840	5353	8084	3434	1539	4355	2727	2636		
231	,	2729	6567	2632	6975	2430	5961	6684	3636	1313	4149	2727	3038		
232	,	2535	6973	2640	6780	2428	6567	7484	3436	1115	4951	2727	3036		
233	,	2733	5967	2836	7777	3030	5961	6686	3436	1337	4145	2727	3036		
234	,	2537	6571	2832	7577	2428	5163	7884	3438	1113	4345	2729	2638		
235	,	2752	6565	2626	7177	2430	6363	8082	3236	1115	4549	2727	3636		
236	,	2731	6365	2830	7575	2834	6773	7482	3434	1113	4347	2727	2634		
237	,	3335	6565	2630	7575	2428	6567	6680	3438	1113	4145	2727	3642		
238	,	3333	6369	3034	7375	2840	5367	7886	3442	1111	4347	2727	3030		
239	,	3348	6565	2634	6977	2430	6365	6684	3434	1113	3741	2735	3638		
240	,	3333	6565	2836	7375	2830	6565	6680	3842	1315	4547	2729	3038		
241	,	2533	6567	2838	7575	2426	6165	7684	3436	1113	4347	2727	3638		
242	,	2935	6565	2630	7576	2828	5363	6670	2836	1313	4545	2737	3638		
243	,	3339	5959	3036	7175	2828	5387	6684	3636	1115	5155	2727	3638		
244	,	3335	5973	3034	7577	3434	5963	8484	3436	1113	4551	2727	3032		
245	,	3348	5965	2626	7778	3036	5363	8484	3446	1313	4347	2737	3252		
246	,	2948	6365	2830	7678	2428	5963	8080	3636	1113	4347	2729	3036		
247	,	3333	6371	2626	7377	2426	5161	7084	3436	1313	4347	2735	3636		
248	,	3539	6567	2636	7577	2830	5569	6684	3636	1113	3945	2727	2638		
249	,	3339	6775	3032	6977	2828	5363	7480	2836	1113	4747	2729	3638		
250	,	3537	6767	3434	7576	2830	6167	7878	2834	1111	4751	2735	3436		
251	,	3348	5963	2830	7576	2440	6165	8484	3436	1113	4749	2727	3030		
252	,	3348	6565	2430	7375	2836	6567	8486	2836	1113	4343	2727	2642		
253	,	2933	6367	3036	7275	2828	6567	8086	3034	1113	4549	2727	3436		
254	,	2537	6365	2638	7581	2838	6365	8080	2834	1115	4555	2727	3638		
255	,	3337	6363	3034	5774	2838	6367	6686	3846	1313	4349	2727	3036		
256	,	2727	6571	2628	6975	2828	5361	6682	3434	1111	4547	2727	3036		
257	,	3137	5971	2440	7175	2428	5189	6684	3436	1115	4545	2727	3036		
258	,	2535	6365	2638	7686	2436	6369	8484	3438	1113	4949	2727	3036		
259	,	3132	6565	3232	7575	2430	6365	7084	3436	1113	4347	2727	2636		
260	,	2733	6565	3032	7377	2428	6363	7884	2834	1137	4547	2727	3038		
261	,	2733	5963	3032	6675	2830	5359	7682	3438	1315	4549	2729	3436		
262	,	3133	5965	2626	7581	2436	5765	7884	3436	1113	2943	2727	3440		
263	,	3133	5965	2432	7180	2628	5171	8286	3436	1113	4143	2729	3842		
264	,	3133	6365	3638	7375	2428	6365	7078	3034	1315	4359	2727	2630		
265	,	3333	5973	3236	7575	2434	6769	8484	3638	1315	4145	2735	3654		
266	,	3333	6565	3032	7380	2830	6565	8084	3436	1313	4349	2727	3648		
267	,	3348	5965	3232	7377	2430	6365	7882	3442	1313	4145	2727	3046		
268	,	3135	5963	2436	7375	3036	6369	7478	3436	1313	4345	2727	3636		
269	,	3333	6375	3036	7579	2630	6363	8484	3436	1315	4349	2729	3030		
270	,	2727	6363	2636	6979	2626	5967	7684	2834	1113	4349	2727	3636		
271	,	2733	6365	2432	7177	2430	6365	8284	3442	1113	4143	2727	2630		
272	,	3333	6565	2832	7777	2430	5361	7480	3434	1337	4147	2727	3036		
273	,	3539	6565	3436	7785	2426	5359	7482	3434	1315	3941	2727	3042		
274	,	3133	5965	2426	7375	2430	5965	8084	3436	1113	4749	2735	3436		
275	,	3135	5965	3436	7779	3032	6363	7484	2828	1113	4347	2727	3438		
276	,	2533	6369	2634	7377	2834	5359	7478	3434	1111	4751	2727	3030		
277	,	3333	6565	2634	7577	2430	5959	7484	3434	1313	4949	2735	3636		
278	,	2733	6565	2630	6780	2434	5369	7878	2834	1313	4149	2727	3036		
279	,	3333	6565	2436	7781	2426	5363	8484	3442	1137	4143	2727	3236		
280	,	2739	6565	2642	6976	2430	5565	7476	3436	1115	4355	2727	3436		
281	,	3537	6565	3436	7678	2834	6569	8486	3436	1113	4549	2727	3640		
282	,	2733	6571	2636	7777	2628	5353	7884	3438	1113	4347	2727	3636		
283	,	2739	5963	2630	7173	2626	6365	8484	2834	1515	4147	2735	3436		
284	,	2533	6769	2428	7375	2834	5371	7484	3434	1113	4153	2727	3436		
285	,	3333	6365	2832	6785	2830	6569	7884	2846	1315	4345	2727	3850		
286	,	3939	6571	2638	7475	2830	6167	7880	3434	1313	4747	2727	3036		
287	,	3939	6565	3436	7777	3034	6767	8284	3436	1313	3945	2727	3036		
288	,	2733	6565	3038	7477	2830	5963	7484	3638	1313	4151	2735	3036		
289	,	3337	5965	3638	7177	3038	6367	8284	2834	1315	4959	2727	3640		
290	,	2533	6571	3040	7581	2632	6367	6686	3434	1313	4345	2727	3038		
291	,	3132	6565	2634	7173	3046	5365	6686	3436	1113	4349	2727	3036		
292	,	3335	6565	2632	7577	2830	6163	7884	3434	1115	4551	2735	3232		
293	,	2535	6565	3036	7676	2828	5359	8084	3434	1313	4147	2735	3030		
294	,	2733	5965	2430	7377	2834	5965	8084	2836	1339	4147	2735	3638		
295	,	3333	6365	2636	7377	2828	5967	7480	3434	1313	4549	2727	3636		
296	,	2731	6565	3636	7781	2828	5363	6676	2834	1113	4343	2727	3030		
297	,	2933	6565	2636	7575	2828	6567	8284	3438	1115	4345	2735	3636		
298	,	2729	6571	2634	6978	2830	5559	8086	3438	1115	4355	2727	3640		
299	,	2933	6571	2426	6972	2828	6367	8082	3436	1313	4359	2735	3036		
300	,	3333	6565	2636	7375	2828	6367	7888	3434	1313	4551	2727	3646		
301	,	2748	5971	2834	7778	2834	6767	7886	3434	1337	4545	2735	2636		
302	,	2739	6365	2442	6975	2428	5169	6686	3436	1113	4147	2727	3036		
303	,	2733	5965	2446	7580	2428	5151	8284	2834	1515	3743	2735	3636		
304	,	3135	6565	2628	7575	2838	6767	7474	3638	1111	4355	2727	3642		
305	,	3748	7173	3036	7677	2426	5563	8484	3434	1315	4151	2735	3434		
306	,	2735	6573	2434	6975	2428	5367	7680	3434	1737	3947	2735	2836		
307	,	3333	6365	2836	6975	2024	6365	7880	3434	1315	3743	2735	3042		
308	,	2737	6365	3638	7578	2834	5363	8086	3436	1113	4547	2735	3236		
309	,	2933	6565	2628	6973	2428	5565	8486	2834	1113	4153	2735	3236		
310	,	2933	6571	3436	6977	2640	5363	7684	2836	1113	4345	2735	2642		
311	,	2933	6565	2834	6973	2836	6363	8084	2834	1111	4347	2727	3042		
312	,	2533	6569	2634	7374	3030	6163	6684	3636	1113	4545	2727	3036		
313	,	3537	6365	3238	7679	2828	5169	8486	3434	1115	2949	2727	3030		
314	,	3133	6971	2636	5773	2830	6163	7888	3436	1313	4545	2735	3036		
315	,	3133	6363	2628	6986	3636	5365	7484	3436	1111	4551	2735	3236		
316	,	3337	6365	2636	7171	2838	5365	7486	3434	1315	3953	2727	3636		
317	,	2733	5965	3438	7377	2428	6365	7880	3434	1337	4349	2735	3436		
318	,	3333	6565	2640	7581	3034	5967	7474	3436	1115	4953	2727	3036		
319	,	3333	5965	2634	7785	2828	6163	7486	2838	1113	4547	2735	3636		
320	,	3148	5971	2836	7779	2428	5569	6682	3434	1313	4343	2727	3642		
321	,	3137	6571	3838	7377	2830	5765	8688	3436	1313	4347	2727	2844		
322	,	2731	6569	3436	7575	2828	5363	7480	3638	1113	4949	2727	3034		
323	,	2527	6365	2632	7881	2828	6575	8286	3436	1339	4747	2727	3236		
324	,	3535	6365	3638	7378	2828	5367	6684	2834	3737	4351	2729	2640		
325	,	2948	6569	2634	7577	2436	6365	7684	3434	1113	5153	2727	3234		
326	,	2735	6371	3236	7678	2638	5353	7678	3438	1113	3949	2727	3440		
327	,	2537	6363	3438	7581	2828	5163	8084	3436	1337	4747	2727	3036		
328	,	3139	6363	2640	7575	2830	5365	8486	3434	1113	4347	2727	3236		
329	,	2733	5963	2630	7578	2828	5367	7886	2834	1113	4345	2727	3636		
330	,	3233	5971	3036	7580	3030	5165	7884	3434	1113	4545	2727	3036		
331	,	3748	5969	2636	7577	3036	5561	7476	3436	1113	4351	2729	3236		
332	,	3339	6971	3436	6976	2828	5151	7480	2834	1139	5153	2727	3642		
333	,	2729	5971	3238	7477	2428	6367	8286	2836	1113	4349	2727	3036		
334	,	2548	6363	2638	7784	2636	6565	8484	3646	1111	4747	2729	3030		
335	,	3148	5973	2626	7579	2430	5561	8484	2836	1313	2945	2727	2830		
336	,	3335	6365	2426	7577	3030	5161	7684	3434	1315	4545	2727	3048		
337	,	3348	6565	2426	7377	2828	5161	7684	3436	1313	4147	2727	3048		
338	,	3333	6363	2638	7777	3030	6365	6674	3434	1315	4545	2727	3030		
339	,	3333	6365	2638	7777	2830	6163	7474	3434	1515	4547	2727	3048		
340	,	3333	6565	2636	7577	2430	5363	7484	3434	1315	4547	2729	3036		
341	,	2737	5965	2630	6775	2430	5967	7878	3434	1113	4747	2735	3638		
342	,	3335	6365	2638	7777	3030	6163	7476	3434	1515	4547	2729	3030		
343	,	3548	6365	2638	7377	3030	6163	7484	2834	1115	4545	2727	3036		
344	,	3335	5963	3638	7577	2430	6163	7474	3434	1315	4345	2729	3036		
345	,	3348	6365	2638	7777	3030	6161	7484	3434	1115	4145	2935	3036		
346	,	3333	6365	2638	7777	3030	6165	7476	3438	1515	4547	2727	3030		
347	,	3335	6365	2438	7377	3030	6161	7684	2834	1315	4547	2727	3048		
348	,	3333	6365	2426	7377	2830	6565	6684	3436	1515	4747	2727	3030		
349	,	3335	6565	2626	7777	3030	6163	7474	3434	1515	4545	2729	3030		
350	,	3348	6363	3636	7781	2428	6163	7484	3436	1315	3945	2727	3030		
351	,	3333	5965	2636	7777	2830	5361	7476	3434	1315	4345	2729	3030		
352	,	3337	6565	3434	7677	3030	5363	8484	3434	1313	4351	2727	3636		
353	,	3333	6365	2628	7577	2430	6163	7476	3434	1315	4547	2729	3036		
354	,	3333	5963	2628	7577	2830	6363	7476	3434	1315	4547	2727	3036		
355	,	3335	6365	3638	7577	2830	6163	7684	3434	1315	4345	2727	3030		
356	,	3137	6365	2638	7577	2830	6569	8084	2842	1315	4549	2727	2642		
357	,	2933	6571	2828	7175	2834	6363	7878	3434	1111	4547	2727	3036		
358	,	3335	5965	2628	6975	2628	6367	6682	3434	1315	4149	2935	2632		
359	,	3535	5971	2626	6973	3030	6569	8284	3638	1315	4755	2727	3636		
360	,	3335	6565	3642	6975	3034	5361	7880	3636	1115	4343	2731	3036		
361	,	3348	6365	3638	7175	2828	5369	8084	3434	1113	4747	2727	3036		
362	,	2733	6565	2830	6980	2830	5963	8286	3436	1313	4545	2727	3036		
363	,	3133	6565	2626	6976	3036	6367	8484	3434	1313	4751	2727	3034		
364	,	2733	6365	3638	6982	2828	6567	7684	3438	1111	3941	2727	3642		
365	,	3333	6375	3436	7177	3636	6165	8084	3434	1113	4347	2727	3234		
